CLIENTE,PRODUCTO,CIUDAD,VENDEDOR,ESTADO,VALOR VENTA,Comision,Otro
Camila Vanegas,Toluol,MEDELLIN,Zapata Man,Ingresado,3453880,96708,64
Valerie Zapata,Acetona ,PASTO,Pérez Jul,Ingresado,2551029,71428,812
Cristián Grajales,Alquitran,BARRANQUILLA,Pérez Jul,Pendiente envío,1559630,43669,64
Nataly Muriel,Acetileno,MEDELLIN,Vanegas Cam,Abierto,1454126,40715,528
Manuela Betancur,Acido Sulfúrico,PASTO,Zapata Die,Abierto,1825394,51111,032
Manuela Zapata,Alquitran,MEDELLIN,García Val,Ingresado,1626065,45529,82
Valentina Alzate,Toluol,MEDELLIN,Grajales Cri,Ingresado,16942252,474383,056
Manuela Gómez,Alquitran,PASTO,De Los Ríos Val,Abierto,2483532,69538,896
Luisa Cely,Eter Etílico,NEIVA,Rodríguez Ale,Abierto,2320453,64972,684
Valentina Zapata,Eter Etílico,PEREIRA,Betancur Man,Abierto,1685537,47195,036
Nataly Muriel,Gas,POPAYAN,Gómez Man,Abierto,2155493,60353,804
Nataly Muriel,Gas,PASTO,Betancur Man,Abierto,5100000,142800
Valerie Zapata,Acetileno,MANIZALES,Rodríguez Ale,Abierto,8686124,243211,472
Valerie Zapata,Kerosene,MANIZALES,Arenas And,Pendiente envío,5366199,150253,572
Camila Vanegas,Gas,POPAYAN,Betancur Man,Pendiente envío,2877160,80560,48
Diego Zapata,Acido Clorhidrico-Muriático,PEREIRA,Gómez Man,Ingresado,2965000,83020
Clara Sánchez,Acetileno,PASTO,Sánchez Mar,Pendiente envío,1866568,52263,904
Manuela Betancur,Kerosene,MEDELLIN,De Los Ríos Val,Ingresado,5125992,143527,776
Valentina García,Eter Etílico,BOGOTA,De Los Ríos Val,Abierto,2050879,57424,612
Juan Cardona,Kerosene,MEDELLIN,Grajales Cri,Abierto,3259449,91264,572
Cristián Grajales,Acetileno,MEDELLIN,Cely Lui,Cerrado,46898360,1313154,08
Cristián Grajales,Acido Clorhidrico-Muriático,BOGOTA,Grajales Cri,Abierto,6203177,173688,956
Geraldine Ortiz,Acetileno,IBAGUE,Betancur Man,Abierto,8705470,243753,16
Nataly Muriel,Acido Clorhidrico-Muriático,MEDELLIN,Muriel Nat,Abierto,17103409,478895,452
Clara Sánchez,Kerosene,PEREIRA,Betancur Man,Abierto,2805349,78549,772
Valentina De Los Ríos,Alquitran,MEDELLIN,García Val,Abierto,3531995,98895,86
Clara Sánchez,Acido Clorhidrico-Muriático,BOGOTA,Zapata Die,Cerrado,3776891,105752,948
Clara Sánchez,Kerosene,PASTO,Sánchez Mar,Ingresado,2582589,72312,492
Valentina Alzate,Acetileno,PEREIRA,Pérez Jul,Cerrado,4070706,113979,768
Natalia Zapata,Toluol,MEDELLIN,De Los Ríos Val,Abierto,3554981,99539,468
Valentina García,Acido Clorhidrico-Muriático,BOGOTA,Vanegas Cam,Cerrado,1677290,46964,12
Valentina Alzate,Acetona ,CARTAGENA,Sánchez Mar,Ingresado,3019833,84555,324
Clara Sánchez,Toluol,NEIVA,García Val,Abierto,2091151,58552,228
Valerie Zapata,Gas,CALI,De Los Ríos Val,Cerrado,7366137,206251,836
Luisa Cely,Acetona ,PASTO,Zapata Man,Abierto,2602427,72867,956
Diego Zapata,Gas,BOGOTA,Vanegas Cam,Abierto,2694354,75441,912
Andrea Arenas,Acetileno,MEDELLIN,García Val,Abierto,1411620,39525,36
Valerie Zapata,Eter Etílico,MANIZALES,De Los Ríos Val,Abierto,3226643,90346,004
Manuela Betancur,Acido Clorhidrico-Muriático,PEREIRA,Ortiz Ger,Pendiente envío,4102918,114881,704
Juliana Pérez,Eter Etílico,CARTAGENA,Zapata Man,Ingresado,1696056,47489,568
Nataly Muriel,Gas,BARRANQUILLA,Grajales Cri,Abierto,1498580,41960,24
Juan Cardona,Eter Etílico,SANTA MARTA,Vanegas Cam,Abierto,2340000,65520
Manuela Gómez,Alquitran,CALI,Sánchez Mar,Abierto,6894605,193048,94
Diego Zapata,Alquitran,CALI,Zapata Die,Abierto,6825248,191106,944
Juan Cardona,Eter Etílico,PASTO,Cely Lui,Abierto,1673499,46857,972
Diego Zapata,Acido Sulfúrico,MEDELLIN,Arenas And,Abierto,2973922,83269,816
Alejandro Rodríguez,Acetileno,PEREIRA,Cardona Jua,Ingresado,2922261,81823,308
Valerie Zapata,Gas,PEREIRA,De Los Ríos Val,Ingresado,2791870,78172,36
Cristián Grajales,Alquitran,BOGOTA,Sánchez Mar,Ingresado,13135483,367793,524
Geraldine Ortiz,Gas,MEDELLIN,Vanegas Cam,Abierto,3524878,98696,584
Juliana Pérez,Cloruro de Amonio,MEDELLIN,Betancur Man,Abierto,4317028,120876,784
Camila Vanegas,Toluol,MEDELLIN,De Los Ríos Val,Pendiente envío,4199880,117596,64
Valerie Zapata,Gas,NEIVA,Zapata Man,Abierto,2316529,64862,812
Alejandro Rodríguez,Acetileno,BOGOTA,Rodríguez Ale,Abierto,1487908,41661,424
Valentina De Los Ríos,Acido Sulfúrico,BARRANQUILLA,Zapata Man,Abierto,1585886,44404,808
Valentina De Los Ríos,Acetona ,BOGOTA,Cely Lui,Ingresado,6293548,176219,344
Valerie Zapata,Acetileno,MEDELLIN,Arenas And,Abierto,2066233,57854,524
Andrea Arenas,Toluol,BARRANQUILLA,Sánchez Mar,Abierto,12177025,340956,7
Camila Vanegas,Acido Clorhidrico-Muriático,CALDAS,Zapata Nat,Pendiente envío,39676998,1110955,944
Clara Sánchez,Acetona ,NEIVA,Alzate Val,Abierto,2190984,61347,552
Valentina Zapata,Acetona ,NEIVA,Zapata Die,Pendiente envío,2338340,65473,52
Geraldine Ortiz,Acetileno,PASTO,García Val,Abierto,2610000,73080
Manuela Betancur,Alquitran,BUCARAMANGA,Vanegas Cam,Abierto,6343703,177623,684
Clara Sánchez,Acetileno,ARMENIA,Gómez Man,Abierto,2756981,77195,468
Andrea Arenas,Acido Clorhidrico-Muriático,BOGOTA,Vanegas Cam,Abierto,1350423,37811,844
Valerie Zapata,Alquitran,BOGOTA,Alzate Val,Cerrado,2206255,61775,14
Alejandro Rodríguez,Eter Etílico,BOGOTA,Cardona Jua,Abierto,2148300,60152,4
Andrea Arenas,Acetileno,SANTA MARTA,Gómez Man,Ingresado,1380000,38640
Valentina García,Kerosene,MEDELLIN,Rodríguez Ale,Ingresado,1832118,51299,304
Cristián Grajales,Eter Etílico,BOGOTA,De Los Ríos Val,Cerrado,1491970,41775,16
Valerie Zapata,Gas,MEDELLIN,Zapata Val,Abierto,1509199,42257,572
Andrea Arenas,Acetileno,CALI,Cardona Jua,Pendiente envío,7400657,207218,396
Valentina Zapata,Acetileno,BOGOTA,Pérez Jul,Cerrado,10476895,293353,06
Valentina García,Acido Clorhidrico-Muriático,MEDELLIN,Vanegas Cam,Abierto,1997697,55935,516
Valentina Alzate,Cloruro de Amonio,MEDELLIN,Rodríguez Ale,Ingresado,21391672,598966,816
Natalia Zapata,Acetileno,CALI,Vanegas Cam,Abierto,2764320,77400,96
Valentina Zapata,Acido Sulfúrico,NEIVA,Grajales Cri,Abierto,2099851,58795,828
Nataly Muriel,Acetileno,BOGOTA,Cardona Jua,Abierto,1407030,39396,84
Clara Sánchez,Acido Sulfúrico,POPAYAN,García Val,Pendiente envío,1600000,44800
Clara Sánchez,Eter Etílico,MEDELLIN,Ortiz Ger,Cerrado,142265317,3983428,876
Luisa Cely,Gas,BOGOTA,Vanegas Cam,Abierto,6514069,182393,932
Manuela Zapata,Eter Etílico,BOGOTA,Ortiz Ger,Abierto,5214581,146008,268
Valentina Zapata,Acetileno,PEREIRA,Grajales Cri,Abierto,1900000,53200
Luisa Cely,Acido Clorhidrico-Muriático,NEIVA,Pérez Jul,Ingresado,2226132,62331,696
Alejandro Rodríguez,Acido Sulfúrico,BOGOTA,Zapata Die,Abierto,1354000,37912
Juliana Pérez,Acetileno,PEREIRA,Alzate Val,Abierto,2871070,80389,96
Clara Sánchez,Acido Sulfúrico,BOGOTA,Rodríguez Ale,Abierto,1366000,38248
Luisa Cely,Eter Etílico,BOGOTA,Pérez Jul,Abierto,2729185,76417,18
Alejandro Rodríguez,Acetileno,PEREIRA,Sánchez Mar,Abierto,2789292,78100,176
Nataly Muriel,Acetileno,BOGOTA,Grajales Cri,Abierto,2706979,75795,412
Luisa Cely,Eter Etílico,MEDELLIN,Zapata Die,Cerrado,3408155,95428,34
Valentina García,Toluol,PEREIRA,Betancur Man,Cerrado,2793622,78221,416
Cristián Grajales,Gas,MEDELLIN,Zapata Val,Cerrado,14084650,394370,2
Manuela Gómez,Toluol,MEDELLIN,Pérez Jul,Abierto,16000000,448000
Valentina De Los Ríos,Acido Sulfúrico,MANIZALES,Arenas And,Abierto,19309266,540659,448
Manuela Zapata,Acido Clorhidrico-Muriático,MEDELLIN,Grajales Cri,Abierto,1511540,42323,12
Alejandro Rodríguez,Kerosene,MEDELLIN,Rodríguez Ale,Pendiente envío,2969448,83144,544
Juan Cardona,Toluol,VILLAVICENCIO,Arenas And,Ingresado,25902945,725282,46
Nataly Muriel,Acetona ,CUCUTA,Arenas And,Pendiente envío,4103043,114885,204
Andrea Arenas,Acido Clorhidrico-Muriático,MEDELLIN,Pérez Jul,Abierto,3051898,85453,144
Valentina Zapata,Acetona ,PEREIRA,Alzate Val,Cerrado,2093896,58629,088
Valentina De Los Ríos,Acido Clorhidrico-Muriático,MEDELLIN,García Val,Abierto,2152206,60261,768
Juan Cardona,Acetileno,SANTA MARTA,Muriel Nat,Ingresado,1717318,48084,904
Natalia Zapata,Gas,NEIVA,Cely Lui,Abierto,3699007,103572,196
Manuela Gómez,Acido Clorhidrico-Muriático,BOGOTA,Rodríguez Ale,Cerrado,1446671,40506,788
Juliana Pérez,Acetona ,MEDELLIN,García Val,Abierto,1749640,48989,92
Juan Cardona,Acido Sulfúrico,NEIVA,García Val,Abierto,2320486,64973,608
Valentina Alzate,Cloruro de Amonio,MEDELLIN,Vanegas Cam,Abierto,9463388,264974,864
Manuela Betancur,Eter Etílico,CALDAS,Vanegas Cam,Ingresado,1360000,38080
Valentina De Los Ríos,Acetileno,NEIVA,De Los Ríos Val,Abierto,1547512,43330,336
Valentina García,Toluol,BOGOTA,Arenas And,Abierto,6139672,171910,816
Valentina García,Acetona ,PASTO,Alzate Val,Cerrado,2535905,71005,34
Valerie Zapata,Alquitran,TULUA,García Val,Abierto,1900000,53200
Valentina De Los Ríos,Kerosene,MEDELLIN,Zapata Nat,Abierto,1741352,48757,856
Valentina De Los Ríos,Toluol,BARRANQUILLA,García Val,Pendiente envío,1593348,44613,744
Natalia Zapata,Acetona ,CUCUTA,Zapata Val,Abierto,1571410,43999,48
Juliana Pérez,Gas,BOGOTA,Arenas And,Abierto,2016815,56470,82
Juliana Pérez,Acetona ,BOGOTA,Arenas And,Ingresado,9245638,258877,864
Juan Cardona,Alquitran,VALLEDUPAR,Grajales Cri,Ingresado,1900000,53200
Valentina Alzate,Kerosene,BOGOTA,Pérez Jul,Abierto,3828754,107205,112
Valentina Zapata,Acetileno,MEDELLIN,Gómez Man,Ingresado,1900000,53200
Manuela Zapata,Acetileno,NEIVA,Rodríguez Ale,Abierto,2301807,64450,596
Nataly Muriel,Acetona ,PASTO,Arenas And,Abierto,2450000,68600
Alejandro Rodríguez,Gas,BOGOTA,Betancur Man,Ingresado,1865060,52221,68
Diego Zapata,Acido Clorhidrico-Muriático,MEDELLIN,Rodríguez Ale,Abierto,1902000,53256
Cristián Grajales,Acetileno,CALI,Zapata Man,Abierto,7522251,210623,028
Valentina Alzate,Acido Clorhidrico-Muriático,PASTO,Muriel Nat,Pendiente envío,1853397,51895,116
Natalia Zapata,Acetileno,MEDELLIN,Cardona Jua,Abierto,4565671,127838,788
Geraldine Ortiz,Toluol,CALI,Rodríguez Ale,Cerrado,38794429,1086244,012
Diego Zapata,Acido Sulfúrico,BOGOTA,Rodríguez Ale,Cerrado,3768200,105509,6
Juliana Pérez,Acetileno,MEDELLIN,García Val,Abierto,4478076,125386,128
Andrea Arenas,Acetileno,MEDELLIN,Betancur Man,Abierto,11118312,311312,736
Manuela Gómez,Cloruro de Amonio,CALI,Zapata Nat,Ingresado,4781134,133871,752
Luisa Cely,Alquitran,BOGOTA,García Val,Cerrado,2218471,62117,188
Clara Sánchez,Toluol,POPAYAN,Sánchez Mar,Abierto,30967178,867080,984
Juan Cardona,Gas,MEDELLIN,Zapata Die,Abierto,2109483,59065,524
Manuela Gómez,Toluol,PASTO,Rodríguez Ale,Abierto,1380778,38661,784
Valentina De Los Ríos,Acetona ,BOGOTA,Vanegas Cam,Abierto,1857743,52016,804
Valerie Zapata,Acetileno,MEDELLIN,Gómez Man,Cerrado,60406090,1691370,52
Camila Vanegas,Acetona ,PASTO,Rodríguez Ale,Cerrado,2485226,69586,328
Clara Sánchez,Kerosene,BOGOTA,Grajales Cri,Abierto,1607456,45008,768
Nataly Muriel,Acetileno,MEDELLIN,Muriel Nat,Pendiente envío,1723067,48245,876
Alejandro Rodríguez,Eter Etílico,MEDELLIN,Vanegas Cam,Ingresado,8865949,248246,572
Camila Vanegas,Kerosene,IBAGUE,Ortiz Ger,Cerrado,7028932,196810,096
Luisa Cely,Acetona ,CUCUTA,Sánchez Mar,Abierto,3357288,94004,064
Juan Cardona,Acido Sulfúrico,PEREIRA,De Los Ríos Val,Abierto,2751039,77029,092
Cristián Grajales,Acetileno,PEREIRA,Zapata Man,Abierto,2788291,78072,148
Valerie Zapata,Gas,MEDELLIN,Arenas And,Abierto,4193680,117423,04
Geraldine Ortiz,Acido Clorhidrico-Muriático,CALDAS,Vanegas Cam,Abierto,4962410,138947,48
Cristián Grajales,Toluol,PEREIRA,Ortiz Ger,Abierto,2772587,77632,436
Andrea Arenas,Acetileno,CALI,Rodríguez Ale,Pendiente envío,59887916,1676861,648
Juliana Pérez,Kerosene,MEDELLIN,Ortiz Ger,Abierto,8165795,228642,26
Valerie Zapata,Acido Clorhidrico-Muriático,VALLEDUPAR,Cely Lui,Cerrado,7074428,198083,984
Cristián Grajales,Cloruro de Amonio,BOGOTA,Rodríguez Ale,Abierto,1416768,39669,504
Manuela Gómez,Kerosene,MANIZALES,Vanegas Cam,Ingresado,1381095,38670,66
Juliana Pérez,Kerosene,PEREIRA,De Los Ríos Val,Abierto,4164569,116607,932
Diego Zapata,Acetona ,MEDELLIN,Zapata Die,Abierto,13797285,386323,98
Andrea Arenas,Alquitran,PASTO,Ortiz Ger,Abierto,2422362,67826,136
Valentina Alzate,Kerosene,NEIVA,Zapata Val,Ingresado,2363637,66181,836
Nataly Muriel,Toluol,NEIVA,Zapata Man,Abierto,2391917,66973,676
Valentina Alzate,Gas,BOGOTA,Cely Lui,Ingresado,4265000,119420
Valentina Zapata,Acido Sulfúrico,MEDELLIN,Betancur Man,Pendiente envío,4411829,123531,212
Manuela Zapata,Kerosene,MANIZALES,Pérez Jul,Pendiente envío,3500000,98000
Natalia Zapata,Alquitran,MEDELLIN,Cely Lui,Abierto,3241470,90761,16
Alejandro Rodríguez,Alquitran,PASTO,García Val,Abierto,1478311,41392,708
Manuela Zapata,Acido Sulfúrico,VALLEDUPAR,Grajales Cri,Ingresado,1661604,46524,912
Juan Cardona,Acetona ,BOGOTA,Pérez Jul,Cerrado,1488750,41685
Manuela Gómez,Toluol,BOGOTA,Pérez Jul,Ingresado,1395072,39062,016
Clara Sánchez,Alquitran,VALLEDUPAR,Cardona Jua,Cerrado,15850000,443800
Valentina Zapata,Acetileno,NEIVA,Grajales Cri,Ingresado,2271122,63591,416
Manuela Zapata,Acetileno,IBAGUE,Cardona Jua,Abierto,4094592,114648,576
Juliana Pérez,Eter Etílico,MEDELLIN,Arenas And,Abierto,4341610,121565,08
Clara Sánchez,Acido Sulfúrico,PASTO,Cely Lui,Cerrado,2498724,69964,272
Camila Vanegas,Acido Sulfúrico,BOGOTA,Cardona Jua,Abierto,1456853,40791,884
Luisa Cely,Eter Etílico,MEDELLIN,Alzate Val,Abierto,2120499,59373,972
Valerie Zapata,Cloruro de Amonio,TULUA,García Val,Pendiente envío,10019449,280544,572
Juliana Pérez,Acido Sulfúrico,PASTO,Zapata Die,Abierto,1820073,50962,044
Nataly Muriel,Alquitran,PASTO,Zapata Nat,Cerrado,19075968,534127,104
Juan Cardona,Acetona ,MEDELLIN,Zapata Man,Abierto,3080594,86256,632
Camila Vanegas,Acido Clorhidrico-Muriático,ARMENIA,Sánchez Mar,Abierto,9980709,279459,852
Manuela Betancur,Gas,SINCELEJO,Zapata Val,Abierto,1700000,47600
Natalia Zapata,Cloruro de Amonio,CALI,Vanegas Cam,Ingresado,6861090,192110,52
Juan Cardona,Acetona ,BOGOTA,Sánchez Mar,Abierto,6109274,171059,672
Valentina Alzate,Gas,SINCELEJO,Rodríguez Ale,Abierto,1560602,43696,856
Cristián Grajales,Toluol,BOGOTA,Grajales Cri,Ingresado,6736614,188625,192
Manuela Zapata,Cloruro de Amonio,VALLEDUPAR,Sánchez Mar,Abierto,4837992,135463,776
Luisa Cely,Acetileno,CUCUTA,Grajales Cri,Pendiente envío,4739559,132707,652
Valerie Zapata,Acido Sulfúrico,CALI,Cely Lui,Pendiente envío,7751855,217051,94
Andrea Arenas,Acetileno,NEIVA,Cely Lui,Pendiente envío,19088342,534473,576
Valentina García,Cloruro de Amonio,CALDAS,De Los Ríos Val,Abierto,9669916,270757,648
Cristián Grajales,Acido Sulfúrico,PEREIRA,Arenas And,Ingresado,2088000,58464
Diego Zapata,Kerosene,BUCARAMANGA,Betancur Man,Abierto,1659570,46467,96
Valerie Zapata,Acetona ,PASTO,Alzate Val,Ingresado,2581962,72294,936
Diego Zapata,Gas,NEIVA,Cely Lui,Abierto,2313066,64765,848
Valerie Zapata,Kerosene,CALDAS,De Los Ríos Val,Pendiente envío,1527010,42756,28
Valentina De Los Ríos,Acetileno,CALI,Zapata Val,Abierto,6936771,194229,588
Camila Vanegas,Acetileno,SINCELEJO,Ortiz Ger,Abierto,2783375,77934,5
Alejandro Rodríguez,Toluol,MEDELLIN,Sánchez Mar,Abierto,12542828,351199,184
Nataly Muriel,Acetona ,MONTERIA,Muriel Nat,Abierto,9567854,267899,912
Valentina Zapata,Kerosene,PASTO,Arenas And,Cerrado,2511978,70335,384
Juliana Pérez,Acetileno,MEDELLIN,García Val,Abierto,2128408,59595,424
Juan Cardona,Toluol,MEDELLIN,Pérez Jul,Ingresado,13903001,389284,028
Clara Sánchez,Alquitran,MEDELLIN,Zapata Man,Abierto,3348422,93755,816
Valentina García,Acido Sulfúrico,POPAYAN,Zapata Val,Ingresado,12105598,338956,744
Valentina Alzate,Toluol,MEDELLIN,Zapata Val,Pendiente envío,8007201,224201,628
Juliana Pérez,Alquitran,BOGOTA,Cely Lui,Abierto,1997627,55933,556
Luisa Cely,Acetona ,PEREIRA,Zapata Val,Cerrado,4161923,116533,844
Valentina De Los Ríos,Alquitran,PASTO,Zapata Man,Abierto,2445107,68462,996
Valentina De Los Ríos,Eter Etílico,FLORENCIA,Alzate Val,Cerrado,8762235,245342,58
Juliana Pérez,Alquitran,CARTAGENA,Cardona Jua,Abierto,4960325,138889,1
Natalia Zapata,Cloruro de Amonio,BOGOTA,Cardona Jua,Abierto,2062801,57758,428
Geraldine Ortiz,Acetona ,BOGOTA,De Los Ríos Val,Ingresado,1400000,39200
Juan Cardona,Acido Sulfúrico,MEDELLIN,De Los Ríos Val,Abierto,106089622,2970509,416
Alejandro Rodríguez,Toluol,MEDELLIN,Cely Lui,Abierto,3626834,101551,352
Manuela Gómez,Acetona ,PEREIRA,Gómez Man,Cerrado,2742111,76779,108
Camila Vanegas,Acido Clorhidrico-Muriático,MEDELLIN,Zapata Val,Cerrado,2130000,59640
Manuela Gómez,Acetileno,POPAYAN,Muriel Nat,Abierto,1882335,52705,38
Geraldine Ortiz,Toluol,FLORENCIA,Sánchez Mar,Cerrado,1487039,41637,092
Juan Cardona,Acetona ,BOGOTA,Zapata Nat,Abierto,1985560,55595,68
Juan Cardona,Toluol,MEDELLIN,Alzate Val,Abierto,2104939,58938,292
Valentina Zapata,Cloruro de Amonio,BOGOTA,Cely Lui,Abierto,1371726,38408,328
Valentina Zapata,Alquitran,MONTERIA,Cardona Jua,Ingresado,1900000,53200
Nataly Muriel,Toluol,PEREIRA,Zapata Nat,Abierto,4089463,114504,964
Nataly Muriel,Acetileno,PEREIRA,Muriel Nat,Abierto,2905700,81359,6
Clara Sánchez,Acetileno,MEDELLIN,Ortiz Ger,Pendiente envío,4620250,129367
Valentina Zapata,Acido Sulfúrico,PEREIRA,Cardona Jua,Abierto,2796684,78307,152
Diego Zapata,Acetileno,NEIVA,Zapata Nat,Abierto,4040000,113120
Valentina De Los Ríos,Acetona ,PEREIRA,García Val,Abierto,7953791,222706,148
Nataly Muriel,Cloruro de Amonio,NEIVA,Grajales Cri,Cerrado,2283488,63937,664
Luisa Cely,Acetona ,VILLAVICENCIO,Betancur Man,Abierto,1541442,43160,376
Nataly Muriel,Toluol,NEIVA,Pérez Jul,Abierto,1692600,47392,8
Valentina De Los Ríos,Acetona ,PEREIRA,Grajales Cri,Pendiente envío,31661704,886527,712
Juliana Pérez,Kerosene,BUCARAMANGA,Grajales Cri,Abierto,10360786,290102,008
Valentina Zapata,Toluol,BOGOTA,Zapata Val,Pendiente envío,1640673,45938,844
Nataly Muriel,Gas,MEDELLIN,Rodríguez Ale,Abierto,3068095,85906,66
Cristián Grajales,Acido Sulfúrico,MEDELLIN,Rodríguez Ale,Abierto,3472594,97232,632
Valerie Zapata,Acetileno,BOGOTA,Rodríguez Ale,Pendiente envío,1368777,38325,756
Valentina García,Alquitran,NEIVA,Sánchez Mar,Pendiente envío,16659910,466477,48
Geraldine Ortiz,Acetileno,PEREIRA,Arenas And,Abierto,2755980,77167,44
Geraldine Ortiz,Alquitran,CALI,De Los Ríos Val,Abierto,15153014,424284,392
Manuela Zapata,Alquitran,MEDELLIN,Alzate Val,Abierto,2200000,61600
Alejandro Rodríguez,Toluol,BOGOTA,Pérez Jul,Pendiente envío,1842656,51594,368
Andrea Arenas,Acido Clorhidrico-Muriático,MONTERIA,Cely Lui,Abierto,3284347,91961,716
Juan Cardona,Gas,MEDELLIN,Muriel Nat,Cerrado,1433740,40144,72
Valentina Alzate,Alquitran,MANIZALES,Zapata Man,Ingresado,9611949,269134,572
Valerie Zapata,Gas,NEIVA,Betancur Man,Ingresado,4922719,137836,132
Alejandro Rodríguez,Gas,MEDELLIN,Zapata Val,Abierto,1882000,52696
Manuela Gómez,Acetileno,NEIVA,Vanegas Cam,Abierto,2284283,63959,924
Juan Cardona,Acido Sulfúrico,BARRANQUILLA,García Val,Abierto,9671833,270811,324
Clara Sánchez,Toluol,BUCARAMANGA,Arenas And,Abierto,9214407,258003,396
Cristián Grajales,Acetona ,MEDELLIN,Cardona Jua,Cerrado,4250243,119006,804
Manuela Betancur,Acetileno,MANIZALES,Sánchez Mar,Abierto,9135695,255799,46
Natalia Zapata,Kerosene,BOGOTA,Zapata Man,Abierto,2152721,60276,188
Clara Sánchez,Cloruro de Amonio,SINCELEJO,Zapata Die,Abierto,1398979,39171,412
Nataly Muriel,Acido Clorhidrico-Muriático,POPAYAN,Zapata Man,Abierto,15006444,420180,432
Manuela Zapata,Cloruro de Amonio,IBAGUE,Grajales Cri,Abierto,4947703,138535,684
Natalia Zapata,Acetileno,BOGOTA,Rodríguez Ale,Abierto,3806760,106589,28
Nataly Muriel,Eter Etílico,POPAYAN,Ortiz Ger,Abierto,11567171,323880,788
Manuela Zapata,Acido Sulfúrico,BOGOTA,De Los Ríos Val,Abierto,1737828,48659,184
Diego Zapata,Acetileno,MONTERIA,Zapata Val,Abierto,1904740,53332,72
Natalia Zapata,Acido Clorhidrico-Muriático,PASTO,Zapata Nat,Ingresado,14000000,392000
Juliana Pérez,Acetileno,CALI,Zapata Nat,Abierto,7139702,199911,656
Geraldine Ortiz,Acetona ,VALLEDUPAR,Muriel Nat,Cerrado,5000000,140000
Manuela Betancur,Gas,CALI,Muriel Nat,Ingresado,1569217,43938,076
Geraldine Ortiz,Cloruro de Amonio,ARMENIA,Muriel Nat,Abierto,4990672,139738,816
Manuela Betancur,Toluol,BOGOTA,Grajales Cri,Abierto,3906000,109368
Nataly Muriel,Acido Clorhidrico-Muriático,MEDELLIN,Zapata Die,Cerrado,9419133,263735,724
Natalia Zapata,Toluol,MANIZALES,Rodríguez Ale,Ingresado,4086750,114429
Valentina García,Acetona ,MEDELLIN,Zapata Man,Abierto,3163801,88586,428
Luisa Cely,Alquitran,PEREIRA,Zapata Die,Abierto,2800218,78406,104
Manuela Gómez,Acetileno,MEDELLIN,Sánchez Mar,Cerrado,2131759,59689,252
Alejandro Rodríguez,Alquitran,MONTERIA,Sánchez Mar,Abierto,4055430,113552,04
Juliana Pérez,Acido Sulfúrico,BOGOTA,García Val,Abierto,2197290,61524,12
Valentina García,Acido Clorhidrico-Muriático,PEREIRA,García Val,Cerrado,2881133,80671,724
Geraldine Ortiz,Alquitran,MEDELLIN,Zapata Val,Abierto,1816187,50853,236
Clara Sánchez,Acido Clorhidrico-Muriático,MEDELLIN,De Los Ríos Val,Abierto,4213721,117984,188
Nataly Muriel,Acido Sulfúrico,MEDELLIN,Sánchez Mar,Abierto,1542155,43180,34
Geraldine Ortiz,Acido Clorhidrico-Muriático,POPAYAN,Pérez Jul,Abierto,1900000,53200
Luisa Cely,Cloruro de Amonio,FLORENCIA,Betancur Man,Abierto,1600000,44800
Juan Cardona,Alquitran,CALI,Pérez Jul,Ingresado,7210210,201885,88
Diego Zapata,Eter Etílico,MONTERIA,García Val,Abierto,2180000,61040
Geraldine Ortiz,Cloruro de Amonio,CALI,Pérez Jul,Abierto,1438446,40276,488
Valentina Zapata,Acetileno,BOGOTA,Cardona Jua,Ingresado,2658935,74450,18
Geraldine Ortiz,Alquitran,BOGOTA,Ortiz Ger,Abierto,6290540,176135,12
Valerie Zapata,Cloruro de Amonio,MEDELLIN,Gómez Man,Abierto,2972103,83218,884
Diego Zapata,Acido Sulfúrico,SINCELEJO,Zapata Nat,Abierto,1436634,40225,752
Nataly Muriel,Kerosene,BOGOTA,Vanegas Cam,Abierto,6194366,173442,248
Juan Cardona,Alquitran,TULUA,De Los Ríos Val,Pendiente envío,15856643,443986,004
Juliana Pérez,Eter Etílico,SINCELEJO,Cely Lui,Abierto,2314760,64813,28
Manuela Gómez,Acido Sulfúrico,BOGOTA,Grajales Cri,Abierto,6267375,175486,5
Valentina Alzate,Kerosene,CALI,Rodríguez Ale,Abierto,1840000,51520
Manuela Betancur,Acetona ,VILLAVICENCIO,Sánchez Mar,Abierto,10178995,285011,86
Valentina De Los Ríos,Toluol,PASTO,Alzate Val,Abierto,2562623,71753,444
Manuela Gómez,Alquitran,PASTO,De Los Ríos Val,Cerrado,3003639,84101,892
Manuela Betancur,Eter Etílico,TULUA,Arenas And,Abierto,1400000,39200
Juan Cardona,Gas,PASTO,Cely Lui,Abierto,1672000,46816
Valentina De Los Ríos,Acido Sulfúrico,PASTO,García Val,Abierto,1833180,51329,04
Diego Zapata,Toluol,IBAGUE,Betancur Man,Cerrado,10777336,301765,408
Valentina García,Acetileno,BOGOTA,De Los Ríos Val,Cerrado,2150000,60200
Juliana Pérez,Eter Etílico,MEDELLIN,Alzate Val,Pendiente envío,1400000,39200
Juan Cardona,Gas,BUCARAMANGA,Grajales Cri,Cerrado,4980000,139440
Andrea Arenas,Eter Etílico,BOGOTA,Sánchez Mar,Abierto,5931716,166088,048
Valentina Zapata,Acetileno,NEIVA,García Val,Pendiente envío,3642837,101999,436
Valentina De Los Ríos,Acetileno,NEIVA,Sánchez Mar,Pendiente envío,2000000,56000
